Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
153,4,1,67.1,-0.756578947368421,-0.14285714285714285,-0.3764619883040936,0.29863344672353226,-0.5238095238095238,-0.04429967426710098,-0.07645051194539261,-0.15384615384615385,-0.21052631578947367,-0.027607361963190406,-4.602739726027397,0.0,-0.23967612908512492,-0.21593063558636302,-0.3636363636363636,-0.3636363636363636,-0.8407163053722905,-1.102564102564103
50,3,1,73.0,-0.8026315789473685,0.19047619047619047,0.37500000000000006,0.5273623300464065,-0.6190476190476191,-0.04429967426710098,0.05460750853242321,0.15384615384615385,-1.4736842105263157,-0.061349693251533784,-0.7671232876712328,3.6666666666666665,0.12701237065597948,-0.11379898932176521,0.05454545454545459,0.0363636363636364,-0.06409048067860515,0.0
150,14,0,82.9,-0.5789473684210527,-0.14285714285714285,-0.2814327485380117,18.542099480025318,0.19047619047619047,-0.04429967426710098,-0.30580204778157005,-0.15384615384615385,0.15789473684210525,-0.24846625766871175,0.1643835616438356,0.0,12.859085771516094,0.0,-0.19999999999999993,-0.19999999999999993,0.9048067860508954,0.7692307692307695
18,4,1,64.2,0.7828947368421053,-0.09523809523809523,-0.40862573099415206,-0.15401907728267808,-0.14285714285714285,-0.036482084690553744,-0.764505119453925,-0.11538461538461539,-4.421052631578948,-0.4049079754601227,-0.2191780821917808,0.3333333333333333,-0.38618879348397883,-0.3077175544677791,2.6727272727272724,2.8181818181818183,-2.571159283694628,-0.9230769230769234
72,12,1,62.3,0.756578947368421,0.5714285714285714,0.2814327485380117,-0.09819923564422493,-3.0952380952380953,-0.04429967426710098,0.06552901023890781,0.6153846153846154,-1.368421052631579,1.273006134969325,-1.4246575342465753,1.1666666666666667,-0.2518501576888322,-0.2926607466920195,0.10909090909090911,0.10909090909090911,-0.7728557964184735,-0.8974358974358978
88,8,1,65.1,-0.8092105263157895,-0.14285714285714285,-0.4817251461988304,0.2331640042902899,-0.42857142857142855,-0.04429967426710098,0.8191126279863479,-0.15384615384615385,-1.0,1.9938650306748462,-0.6027397260273972,0.0,-0.09932232850004956,-0.3203981730060733,-0.5636363636363636,-0.5818181818181818,-0.41470311027332746,-0.2051282051282054
67,0,1,74.0,0.25,-0.14285714285714285,0.8252923976608187,1.427147596852003,0.21428571428571427,-0.04429967426710098,-0.17474402730375424,-0.15384615384615385,0.21052631578947367,0.273006134969325,0.2191780821917808,0.0,0.7746475516650867,0.0,0.18181818181818182,0.1636363636363637,-2.571159283694628,0.43589743589743585
100,13,1,56.7,1.644736842105263,1.2380952380952381,-0.547514619883041,-0.029103058814425195,-0.14285714285714285,-0.04169381107491857,-0.6907849829351536,1.4615384615384615,-0.21052631578947367,-1.156441717791411,-0.2191780821917808,10.333333333333334,-0.3542278489180942,3.538737900165927,0.5818181818181819,0.5636363636363637,-0.8407163053722905,-0.43589743589743635
131,10,1,67.9,0.4868421052631579,2.619047619047619,0.16008771929824558,0.3050392949807639,-0.7142857142857143,16.54983713355049,-0.5870307167235495,2.6923076923076925,-0.7894736842105263,-0.4171779141104295,-0.7671232876712328,0.0,0.0696493453586096,21.509697308408388,-0.41818181818181815,1.1636363636363636,-0.07540056550424136,-0.2564102564102565
102,15,1,78.5,-0.5460526315789473,-0.14285714285714285,-0.29312865497076024,-0.16008770002979958,0.3333333333333333,-0.04429967426710098,-0.4559726962457339,-0.15384615384615385,0.3157894736842105,0.6963190184049077,0.3287671232876712,0.0,1.5480918796745442,-0.31123932734114823,1.8727272727272728,1.8727272727272728,0.07163053722902887,0.07692307692307668
13,3,1,73.7,-0.1513157894736842,-0.14285714285714285,0.5694444444444445,-0.12838268065518119,-0.047619047619047616,-0.04429967426710098,0.03549488054607501,-0.15384615384615385,-4.421052631578948,0.027607361963190136,-0.2191780821917808,0.5000000000000001,-0.1429182785466682,0.0,0.14545454545454542,0.14545454545454542,0.2676720075400564,0.46153846153846145
131,15,1,68.5,0.4407894736842105,2.3333333333333335,0.11476608187134506,-0.16008770002979958,-4.095238095238095,1.568729641693811,-0.510580204778157,2.3846153846153846,-0.7368421052631579,-0.44171779141104295,-4.767123287671233,0.0,0.24632746473731207,2.4064810497394222,-0.41818181818181815,1.1636363636363636,-0.011310084825636203,-0.17948717948717982
65,7,1,59.9,-0.7631578947368421,1.8095238095238095,-0.36622807017543857,-0.1526239162134054,0.09523809523809523,-0.028664495114006514,-0.5597269624573379,2.1923076923076925,0.05263157894736842,-0.1319018404907977,0.0547945205479452,4.166666666666667,-0.4281314129432636,-0.2697651466195063,0.8,0.7818181818181817,-0.6145146088595667,-0.8461538461538466
27,14,1,73.0,-0.17763157894736842,-0.14285714285714285,-0.547514619883041,0.8112497773959632,0.23809523809523808,-0.04429967426710098,-1.1085324232081912,-0.15384615384615385,0.10526315789473684,-0.29754601226993876,0.1095890410958904,0.16666666666666669,0.39998788643158084,-0.20006460504705528,0.6363636363636364,0.6181818181818183,-0.14703110273327064,0.28205128205128205
86,9,1,67.8,0.5986842105263158,0.19047619047619047,0.42178362573099415,1.736122547702967,0.3333333333333333,-0.04429967426710098,0.12013651877133102,0.15384615384615385,0.3157894736842105,-0.49079754601227,0.273972602739726,0.0,1.2577707975693684,-0.2832617430912228,-0.18181818181818182,-0.14545454545454542,0.2865221489161167,0.5641025641025641
120,7,1,72.5,0.19078947368421054,0.0,0.01096491228070178,0.43347450185756664,0.047619047619047616,-0.04429967426710098,0.10375426621160402,0.0,0.0,0.36196319018404893,0.0,0.16666666666666669,-0.11560302004199893,-0.194059724902695,-0.23636363636363633,-0.2545454545454545,-0.3053722902921775,-0.3589743589743592
70,14,1,58.4,0.9078947368421053,0.047619047619047616,-0.547514619883041,-0.04264125775997258,-0.23809523809523808,-0.04169381107491857,-0.5051194539249146,0.07692307692307693,-0.3157894736842105,-0.04294478527607379,-0.3287671232876712,5.5,-0.2811576921997684,0.07929824034230543,0.7272727272727273,0.6909090909090909,-0.9915174363807732,-0.820512820512821
5,11,1,75.7,-0.868421052631579,0.2857142857142857,0.6366959064327485,3.3692022238732373,-0.047619047619047616,-0.036482084690553744,-1.0293515358361776,0.23076923076923078,0.0,0.04907975460122675,-0.1095890410958904,0.0,2.5699775687479405,9.3807327297822,-0.41818181818181815,-0.43636363636363634,0.5051837888784162,1.2051282051282057
90,14,1,78.0,-0.8355263157894737,0.0,-0.547514619883041,-0.16008770002979958,0.19047619047619047,0.7843648208469055,-0.005460750853242398,0.0,0.10526315789473684,0.23006134969325148,0.1643835616438356,0.0,0.0,0.0,0.0,0.0181818181818182,-0.09802073515551375,0.1025641025641027
50,9,1,73.6,0.08552631578947369,0.14285714285714285,0.3355263157894737,1.219137380216428,-4.0,-0.04429967426710098,0.23208191126279865,0.15384615384615385,-0.42105263157894735,-0.4049079754601227,-0.6027397260273972,1.8333333333333333,0.7357387789153251,1.9525799886361737,0.0181818181818182,0.0,0.04901036757775646,0.12820512820512825
54,8,1,55.4,1.2763157894736843,0.0,0.6703216374269005,3.8415851485828987,-4.285714285714286,1.09185667752443,-0.6225255972696246,0.0,-2.0,-1.049079754601227,-2.7945205479452055,10.333333333333334,4.93297065436357,-0.120404613711143,1.090909090909091,1.090909090909091,-0.3393025447690861,-0.8461538461538466
37,2,1,52.6,1.8421052631578947,0.2857142857142857,-0.17616959064327486,-0.16008770002979958,-1.119047619047619,7.220846905537459,-1.141296928327645,0.38461538461538464,-2.736842105263158,-1.0061349693251533,-2.8493150684931505,11.833333333333334,0.0,0.0,1.090909090909091,1.0181818181818183,-0.7313854853911407,-0.743589743589744
161,4,1,45.6,-0.4934210526315789,0.0,0.2960526315789474,-0.0722534890816505,0.047619047619047616,-0.04429967426710098,-0.4559726962457339,0.0,-0.2631578947368421,0.04601226993865013,-0.3835616438356164,83.66666666666666,0.16405544091333518,-0.3181365887195768,0.8,0.8363636363636364,-0.7163053722902925,-0.7692307692307695
16,5,1,69.0,0.3092105263157895,-0.14285714285714285,0.36476608187134507,0.6981111983692128,0.19047619047619047,-0.04429967426710098,-0.008191126279863598,-0.15384615384615385,0.15789473684210525,-0.39263803680981596,0.1643835616438356,1.1666666666666667,0.4952385078722086,-0.2567055397575814,0.05454545454545459,0.0363636363636364,0.04901036757775646,0.1025641025641027
130,12,1,74.9,-0.09868421052631579,0.2857142857142857,0.20248538011695905,1.918513365055925,0.14285714285714285,-0.04429967426710098,0.2593856655290102,0.2692307692307692,0.05263157894736842,-0.16871165644171798,0.1095890410958904,0.0,1.0743323820963802,0.4131485188736826,-0.39999999999999997,-0.39999999999999997,0.1621112158341185,0.2564102564102565
18,13,1,69.1,0.4934210526315789,-0.14285714285714285,-0.547514619883041,-0.11365726271720475,0.23809523809523808,-0.04429967426710098,-0.5843003412969284,-0.11538461538461539,0.21052631578947367,-0.5828220858895705,0.2191780821917808,0.8333333333333334,-0.3771229500025339,-0.1445035657688289,2.290909090909091,2.4,-0.3506126295947223,0.05128205128205112
96,11,1,71.3,0.1118421052631579,-0.047619047619047616,-0.547514619883041,-0.07535713643786728,0.2857142857142857,-0.04429967426710098,-1.0156996587030718,-0.07692307692307693,0.2631578947368421,-0.29447852760736215,0.273972602739726,0.0,-0.3000505472974521,0.0,0.41818181818181815,0.3818181818181819,0.2789820923656926,0.4102564102564103
182,10,1,68.3,0.2565789473684211,0.8095238095238095,-0.14985380116959063,0.12016925455994065,0.3333333333333333,0.26058631921824105,-1.0757679180887372,0.7307692307692307,0.3157894736842105,-0.11963190184049095,0.3287671232876712,0.16666666666666669,-0.10769852888762156,-0.2561588368715574,-0.054545454545454515,-0.03636363636363631,-0.0942507068803017,-0.12820512820512825
141,2,1,72.0,0.19736842105263158,-0.14285714285714285,1.1834795321637426,-0.16008770002979958,-3.7142857142857144,-0.04429967426710098,-0.16928327645051203,-0.15384615384615385,-4.421052631578948,0.18404907975460108,-1.0410958904109588,0.0,0.0,0.0,0.2000000000000001,0.21818181818181823,-0.0037700282752120675,0.02564102564102556
26,15,1,59.6,0.9473684210526315,0.8571428571428571,0.1849415204678362,-0.16008770002979958,0.09523809523809523,-0.020846905537459284,-0.6935153583617748,1.0384615384615385,0.05263157894736842,0.6579754601226991,0.0547945205479452,1.0,-0.42482960520835067,-0.2947557811005837,0.7272727272727273,0.7090909090909091,-1.0405278039585297,-0.4615384615384619
28,7,1,65.0,-0.7894736842105263,0.6190476190476191,-0.24488304093567248,-0.024635893305707757,-0.47619047619047616,0.9824104234527687,-0.8,0.6153846153846154,-0.5789473684210527,-0.6073619631901841,-0.6027397260273972,1.3333333333333335,-0.28374115060029587,2.8631151593990065,1.4545454545454546,1.4909090909090907,-0.7049952874646562,-0.5384615384615385
36,3,1,59.6,0.8355263157894737,-0.047619047619047616,-0.5109649122807017,-0.05430231917594031,-3.0476190476190474,-0.04429967426710098,-0.7017064846416383,-0.07692307692307693,-4.473684210526316,-0.6380368098159509,-4.657534246575342,0.0,-0.3042933629404939,-0.18683984592855138,0.7818181818181817,0.7818181818181817,-2.571159283694628,-0.820512820512821
124,14,1,76.4,-0.875,-0.09523809523809523,-0.4904970760233918,0.22981195445337063,0.3333333333333333,-0.04429967426710098,0.256655290102389,-0.11538461538461539,0.3157894736842105,-0.6687116564417178,0.3287671232876712,0.0,0.14726120939062434,0.0,0.6909090909090909,0.6545454545454547,0.4297832233741753,0.3333333333333332
174,11,1,65.6,0.48026315789473684,0.19047619047619047,-0.17616959064327486,0.990476599617297,0.23809523809523808,-0.04429967426710098,0.024573378839590404,0.15384615384615385,0.21052631578947367,-1.1503067484662575,0.2191780821917808,0.0,0.9002571873965809,-0.20215544659155965,-0.01818181818181812,0.0,-0.06409048067860515,-0.4615384615384619
59,13,1,87.0,-0.4276315789473684,-0.14285714285714285,0.7624269005847955,14.18740808460454,0.0,-0.03908794788273615,0.4723549488054607,-0.15384615384615385,0.2631578947368421,1.1717791411042944,0.273972602739726,0.0,11.278797647580573,0.9442460307407982,-0.43636363636363634,-0.45454545454545453,0.772855796418473,1.1794871794871797
151,3,0,73.8,0.0,-0.14285714285714285,0.8910818713450293,-0.16008770002979958,0.3333333333333333,-0.04169381107491857,0.21843003412969283,-0.15384615384615385,0.2631578947368421,0.027607361963190136,0.3287671232876712,0.0,0.0,0.0,-0.3272727272727272,-0.309090909090909,0.3355325164938736,0.3076923076923076
170,15,1,73.5,-0.07236842105263158,-0.14285714285714285,-0.3881578947368421,-0.16008770002979958,-0.6666666666666666,-0.04429967426710098,0.8491467576791809,-0.15384615384615385,-4.473684210526316,-0.18404907975460136,-0.821917808219178,0.0,-0.31627682184920397,-0.3188794244688442,-0.5818181818181818,-0.5818181818181818,0.13572101790763402,0.48717948717948745
156,6,1,52.5,1.5723684210526316,1.1904761904761905,-0.0014619883040935362,-0.16008770002979958,-2.9047619047619047,-0.04429967426710098,0.0,1.5,-2.6578947368421053,-0.9355828220858895,-2.7945205479452055,6.666666666666666,-0.16101055640924436,1.6498538058947358,0.0,0.0,-2.571159283694628,-3.1794871794871806
183,15,1,72.0,-0.8618421052631579,-0.14285714285714285,-0.4159356725146199,-0.16008770002979958,-1.3333333333333333,0.05732899022801303,0.25119453924914664,-0.15384615384615385,-1.4736842105263157,-0.5613496932515338,-1.5890410958904109,0.0,-0.36533765092118897,-0.31652699479438456,-0.3272727272727272,-0.34545454545454546,-0.31668237511781366,-0.4102564102564103
40,2,0,74.8,-0.13157894736842105,-0.14285714285714285,1.4086257309941523,-0.13278826005264294,0.23809523809523808,-0.028664495114006514,0.31945392491467567,-0.15384615384615385,0.10526315789473684,0.14110429447852757,0.1095890410958904,0.0,-0.2785409837613991,-0.322587779792876,-0.23636363636363633,-0.23636363636363633,0.29029217719132877,0.05128205128205112
132,4,0,74.9,-0.006578947368421052,-0.047619047619047616,0.7945906432748537,1.3603520138653655,0.2857142857142857,-0.015635179153094463,0.2976109215017064,-0.038461538461538464,0.3157894736842105,0.14110429447852757,0.3287671232876712,0.0,1.143554483902772,8.571356926695866,-0.1636363636363636,-0.14545454545454542,0.4448633364750236,0.794871794871795
187,15,1,61.8,-0.7302631578947368,1.1428571428571428,-0.20248538011695905,-0.16008770002979958,-3.9523809523809526,-0.020846905537459284,-0.5651877133105803,1.3846153846153846,-4.421052631578948,-0.22699386503067487,-4.602739726027397,6.666666666666666,-0.12278233212780405,-0.2850516301709879,0.5454545454545454,0.509090909090909,-0.3996229971724792,0.02564102564102556
83,11,1,75.2,-0.03289473684210526,-0.09523809523809523,-0.0255847953216374,-0.08225552038557077,0.0,-0.04169381107491857,0.19385665529010243,-0.11538461538461539,0.0,-0.15950920245398784,-0.0547945205479452,0.8333333333333334,-0.31161139950443784,0.33640210218557115,-0.2727272727272727,-0.2909090909090909,0.15080113100848228,0.1025641025641027
53,12,1,73.0,0.24342105263157895,-0.047619047619047616,-0.18640350877192982,1.2282705478107676,0.0,-0.04429967426710098,0.27303754266211605,-0.07692307692307693,0.0,0.2975460122699385,-0.0547945205479452,0.3333333333333333,0.4703364175521067,1.1264665051598723,-0.309090909090909,-0.309090909090909,-0.04524033930254481,0.20512820512820493
21,8,1,57.5,1.861842105263158,-0.047619047619047616,0.41008771929824556,0.9586740915884873,0.09523809523809523,-0.04429967426710098,-0.27030716723549486,-0.038461538461538464,0.15789473684210525,-0.05521472392638054,0.1643835616438356,21.0,0.8939815442211823,0.13068574932275054,1.0000000000000002,0.9636363636363636,-0.13572101790763444,-0.07692307692307714
173,2,1,71.2,-0.039473684210526314,1.6666666666666667,-0.3340643274853801,-0.07666715387400128,-0.9523809523809523,20.341368078175897,0.3003412969283277,1.6153846153846154,-0.7894736842105263,-0.11349693251533743,-0.821917808219178,0.0,-0.3462891538837556,1.194742171762656,0.3454545454545455,0.30909090909090914,-0.09048067860508963,-0.23076923076923095
188,8,1,48.2,3.210526315789474,1.2857142857142858,-0.02850877192982454,-0.11118717348768052,-0.8095238095238095,-0.04429967426710098,-0.4232081911262799,1.6153846153846154,-0.9473684210526315,-0.236196319018405,-0.9863013698630136,34.0,-0.3559369141982667,2.8355764282540106,0.8181818181818182,0.8181818181818182,-0.983977379830349,-0.6923076923076928
84,12,0,83.3,-0.5657894736842105,-0.047619047619047616,0.5314327485380117,0.12516595577876555,0.0,0.5498371335504886,-0.4450511945392492,-0.038461538461538464,0.3157894736842105,-1.3987730061349692,0.2191780821917808,0.0,0.7146930787962398,-0.2929617011567588,-0.2545454545454545,-0.2909090909090909,0.7803958529688971,0.743589743589744
156,10,1,55.0,1.4144736842105263,1.1428571428571428,-0.0014619883040935362,-0.16008770002979958,-2.9047619047619047,-0.04429967426710098,0.0,1.4230769230769231,-2.6578947368421053,-0.9355828220858895,-2.7945205479452055,6.5,-0.06418769370198593,-0.28374601889013373,0.0,0.0,-2.571159283694628,-3.1794871794871806
17,9,1,58.4,0.756578947368421,1.0476190476190477,-0.37938596491228066,0.0065174050898414125,-0.6190476190476191,3.762866449511401,-0.5897610921501707,1.3461538461538463,-4.473684210526316,-0.38957055214723935,-0.7671232876712328,2.5,-0.2455722146799449,-0.11433474417385525,0.8363636363636364,0.8181818181818182,-0.8821866163996231,-0.794871794871795
80,1,0,77.0,-0.3618421052631579,-0.14285714285714285,1.5372807017543861,9.844992165137626,0.14285714285714285,0.5837133550488599,0.22116040955631402,-0.15384615384615385,-0.47368421052631576,0.26687116564417146,-0.4931506849315068,0.0,6.226176929686862,0.5778994251874545,-0.5454545454545454,-0.5454545454545454,0.659754948162111,1.0256410256410255
97,1,0,71.2,-0.8092105263157895,-0.14285714285714285,0.942251461988304,-0.05950599405088663,0.14285714285714285,-0.026058631921824105,0.35767918088737205,-0.15384615384615385,0.21052631578947367,0.1625766871165642,0.1095890410958904,0.0,-0.34945604349625203,-0.2416715597972587,0.0,0.0,0.28275212064090466,0.5897435897435896
167,6,1,73.7,-0.14473684210526316,-0.14285714285714285,-0.29459064327485374,-0.16008770002979958,-0.14285714285714285,-0.036482084690553744,0.3085324232081911,-0.15384615384615385,-0.05263157894736842,0.5766871165644171,0.0,0.0,0.0,0.0,-0.14545454545454542,-0.14545454545454542,0.079170593779453,-0.07692307692307714
106,10,1,73.3,0.125,-0.14285714285714285,-0.11769005847953212,-0.159834191163318,0.3333333333333333,-0.013029315960912053,-1.1030716723549487,-0.15384615384615385,0.3157894736842105,-0.13496932515337431,0.3287671232876712,0.16666666666666669,-0.4307999167452114,-0.3223991009101834,0.7090909090909091,0.7090909090909091,0.2186616399622995,0.4102564102564103
1,13,1,77.2,-0.39473684210526316,-0.14285714285714285,0.1469298245614035,0.8507877877374111,0.3333333333333333,-0.04429967426710098,0.33856655290102383,-0.11538461538461539,0.3157894736842105,-0.021472392638036894,0.3287671232876712,0.0,0.60881596414393,-0.25523454328325595,-0.3636363636363636,-0.34545454545454546,0.29029217719132877,0.46153846153846145
37,10,1,62.0,1.013157894736842,0.19047619047619047,-0.032894736842105275,-0.16008770002979958,-0.8571428571428571,-0.033876221498371335,-0.5351535836177475,0.23076923076923078,-1.105263157894737,-1.0552147239263803,-1.0410958904109588,6.166666666666666,0.0,0.0,0.8727272727272727,0.8,-0.5051837888784166,-0.48717948717948745
40,13,0,77.7,-0.3092105263157895,-0.14285714285714285,1.2624269005847957,4.295386135721179,0.19047619047619047,-0.04429967426710098,0.5023890784982935,-0.15384615384615385,0.15789473684210525,0.644171779141104,0.1643835616438356,0.0,2.7699959584738756,0.6686157661122594,-0.3272727272727272,-0.3272727272727272,0.5089538171536283,0.6410256410256413
188,13,1,58.0,1.6776315789473684,1.0476190476190477,0.38523391812865493,-0.1350626616485948,0.14285714285714285,-0.04429967426710098,-1.1003412969283277,1.2307692307692308,0.10526315789473684,0.35276073619631876,0.1095890410958904,11.166666666666668,-0.406533670209271,-0.28647976625714616,0.5272727272727273,0.49090909090909096,-0.7313854853911407,-0.512820512820513
115,8,1,61.7,1.138157894736842,0.0,0.3691520467836258,-0.020377347867579058,-0.19047619047619047,-0.04429967426710098,-1.1167235494880545,0.0,-0.5263157894736842,0.43558282208588944,-0.547945205479452,19.333333333333332,-0.33140487087799797,-0.2722894837204191,1.4909090909090907,1.4727272727272729,-0.3506126295947223,-0.28205128205128205
113,9,1,53.8,-0.9210526315789473,3.1904761904761907,-0.3764619883040936,-0.06682559600305875,-0.8571428571428571,0.11205211726384365,-1.1467576791808873,3.730769230769231,-1.0,-0.09202453987730082,-1.0410958904109588,18.666666666666668,-0.32333668071053656,0.22528421649317817,0.0727272727272728,0.05454545454545459,-1.1310084825636195,-0.820512820512821
105,11,1,62.2,0.4473684210526316,0.23809523809523808,-0.547514619883041,0.025902176815009746,-0.8095238095238095,0.5654723127035831,-0.43686006825938567,0.3076923076923077,-1.0526315789473684,-0.8773006134969324,-0.9863013698630136,1.8333333333333333,-0.10405563128774589,0.543291758174469,0.9454545454545454,0.9090909090909093,-0.7351555136663528,-1.2051282051282055
94,12,1,52.2,2.4276315789473686,0.047619047619047616,-0.547514619883041,0.2343716392256413,0.14285714285714285,0.4221498371335505,-1.1003412969283277,0.07692307692307693,0.0,1.6595092024539875,0.1095890410958904,14.833333333333334,-0.13042044114060106,-0.2551562764874724,0.5636363636363637,0.5272727272727273,-0.7653157398680493,-0.3589743589743592
99,12,1,64.3,0.5986842105263158,1.2857142857142858,-0.42178362573099415,-0.01937132368830095,-4.0476190476190474,-0.03908794788273615,-0.6853242320819113,1.4615384615384615,-1.1578947368421053,-0.696319018404908,-4.712328767123288,0.5000000000000001,-0.3280298061902559,4.882650062459116,0.7454545454545456,0.7272727272727273,-0.6635249764373234,-0.5641025641025645
71,5,1,65.0,0.618421052631579,-0.09523809523809523,0.5255847953216374,-0.11911547349872001,0.047619047619047616,-0.04429967426710098,-0.13924914675767922,-0.11538461538461539,0.0,0.030674846625766757,0.0,2.8333333333333335,-0.38595348600299917,-0.305000578557006,0.43636363636363645,0.4,-0.23751178133836026,-0.2564102564102565
127,8,1,76.5,-0.1118421052631579,-0.09523809523809523,0.4364035087719299,2.084703600827115,-0.2857142857142857,-0.04429967426710098,0.23481228668941984,-0.07692307692307693,-0.3684210526315789,0.3128834355828219,-0.3835616438356164,0.0,1.2126246535329321,0.49637733633519104,-0.23636363636363633,-0.23636363636363633,0.25636192271442015,0.1025641025641027
48,12,1,62.2,0.7828947368421053,-0.09523809523809523,-0.472953216374269,0.34951221432591384,-0.5238095238095238,1.803257328990228,-0.2976109215017064,-0.07692307692307693,-0.631578947368421,0.9877300613496927,-0.6575342465753424,3.0,-0.07034149385702074,-0.11743070840825894,0.41818181818181815,0.4,-0.8369462770970784,-1.5641025641025648
62,13,1,66.0,0.8026315789473685,0.0,-0.547514619883041,-0.16008770002979958,0.23809523809523808,-0.04429967426710098,-0.49419795221843005,0.038461538461538464,0.15789473684210525,0.2331288343558281,0.2191780821917808,2.5,0.0,0.0,0.7818181818181817,0.7636363636363637,-0.8934967012252594,-0.8974358974358978
86,10,1,67.8,0.6052631578947368,0.19047619047619047,0.44956140350877194,-0.13392499758026988,0.3333333333333333,-0.033876221498371335,0.13924914675767922,0.15384615384615385,0.2631578947368421,-0.4018404907975461,0.3287671232876712,0.0,-0.40973707351531097,3.4792071503706055,-0.18181818181818182,-0.14545454545454542,0.30537229029217705,0.5384615384615385
137,0,0,77.0,0.20394736842105263,0.047619047619047616,0.9364035087719299,0.19801193914350224,0.2857142857142857,0.046905537459283386,0.19931740614334464,0.038461538461538464,0.3157894736842105,-0.4294478527607362,0.3287671232876712,0.0,-0.03919655240037084,4.90510471299467,0.12727272727272732,0.18181818181818182,0.079170593779453,-0.23076923076923095
132,10,0,76.3,-0.8618421052631579,-0.047619047619047616,0.9992690058479532,0.3572052880987753,0.2857142857142857,-0.010423452768729642,0.3904436860068259,-0.07692307692307693,0.15789473684210525,0.35276073619631876,0.3287671232876712,0.0,2.5399054616163017,0.5724372880019506,-0.21818181818181814,-0.19999999999999993,0.5278039585296886,0.6923076923076924
